ID,focus,focus ID,adj idx,det idx,before,before gender,deprel,number,dep tree size,after,focus ID after,after gender
4768,directiva,2,1,0,"La nueva directiva pretende extender a abogados y contables , incluidos los asesores fiscales , agentes inmobiliarios , marchantes de arte , anticuarios y casinos las mismas obligaciones que ahora tienen las instituciones financieras y de crédito en relación con la lucha contra el blanqueo de capitales . ",Fem,nsubj,Sing,4,"El nuevo directivo pretende extender a abogados y contables , incluidos los asesores fiscales , agentes inmobiliarios , marchantes de arte , anticuarios y casinos las mismas obligaciones que ahora tienen las instituciones financieras y de crédito en relación con la lucha contra el blanqueo de capitales . ",2,Masc
4783,intermediaria,14,-1,-1,"Se dictará sentencia asimismo contra Miren Argi Perurena Pascual , acusada de actuar de intermediaria para el reclutamiento de activistas y para quien la fiscal Stoller había solicitado seis años de prisión , y contra Soledad Iparragirre , "" Anboto "" , supuesta jefa de los comandos legales ( no fichados ) de ETA , juzgada en rebeldía . ",Fem,obl,Sing,3,"Se dictará sentencia asimismo contra Miren Argi Perurena Pascual , acusada de actuar de intermediario para el reclutamiento de activistas y para quien la fiscal Stoller había solicitado seis años de prisión , y contra Soledad Iparragirre , "" Anboto "" , supuesta jefa de los comandos legales ( no fichados ) de ETA , juzgada en rebeldía . ",14,Masc
4786,jefe,19,-1,-1,"Ambos están acusados de haber acudido a varias citas con Asier Oiarzabal Chapartegui , "" Baltza "" , considerado jefe del aparato de captación y presunto lugarteniente de "" Anboto "" , quien fue condenado en rebeldía el pasado lunes a cinco años . ",Masc,obj,Sing,6,"Ambos están acusados de haber acudido a varias citas con Asier Oiarzabal Chapartegui , "" Baltza "" , considerado jefa del aparato de captación y presunto lugarteniente de "" Anboto "" , quien fue condenado en rebeldía el pasado lunes a cinco años . ",19,Fem
4790,jugador,5,-1,4,"Candel explicó hoy que el jugador sufre una rotura del ligamento escafolunar y que "" sólo tiene una solución : que sea intervenido quirúrgicamente el próximo miércoles en Barcelona "" . ",Masc,nsubj,Sing,3,"Candel explicó hoy que la jugadora sufre una rotura del ligamento escafolunar y que "" sólo tiene una solución : que sea intervenido quirúrgicamente el próximo miércoles en Barcelona "" . ",5,Fem
4833,campeón,23,-1,-1,"Estaba en el nivel de simple campeón de dos grandes torneos ( dos veces campeón en el Roland Garros ) y hoy es campeón de dos grandes torneos y de un Masters , y es el número uno del mundo "" , afirmó Kirmair en sus declaraciones a EFE . ",Masc,conj,Sing,21,"Estaba en el nivel de simple campeón de dos grandes torneos ( dos veces campeón en el Roland Garros ) y hoy es campeóna de dos grandes torneos y de un Masters , y es el número uno del mundo "" , afirmó Kirmair en sus declaraciones a EFE . ",23,Fem
4835,jugador,11,12,10,""" Guga viene trabajando desde hace mucho tiempo para ser un jugador completo , y ya está muy cerca de esa meta . ",Masc,advcl,Sing,6,""" Guga viene trabajando desde hace mucho tiempo para ser una jugadora completa , y ya está muy cerca de esa meta . ",11,Fem
4842,conductor,11,-1,10,"Según la sentencia , dado su estado de embriaguez , el conductor perdió el control del ligero vehículo , colisionó con una valla de protección de la calzada y quedó suspendido sobre la misma . ",Masc,nsubj,Sing,3,"Según la sentencia , dado su estado de embriaguez , la conductora perdió el control del ligero vehículo , colisionó con una valla de protección de la calzada y quedó suspendido sobre la misma . ",11,Fem
4843,conductor,12,-1,11,"Ante los signos externos de embriaguez que presentaba Antonio Muñoz , el conductor fue sometido a diversas pruebas de alcoholemia y en la más fiable ( el análisis de sangre ) llegó a dar un resultado positivo de 2'70 gramos de alcohol por litro de sangre , cuando el nivel máximo permitido por la ley es de 0'5 . ",Masc,nsubj,Sing,3,"Ante los signos externos de embriaguez que presentaba Antonio Muñoz , la conductora fue sometido a diversas pruebas de alcoholemia y en la más fiable ( el análisis de sangre ) llegó a dar un resultado positivo de 2'70 gramos de alcohol por litro de sangre , cuando el nivel máximo permitido por la ley es de 0'5 . ",12,Fem
4854,presidente,18,-1,17,"Al descender del avión Siwiec hizo el gesto de la bendición y , cuando ya pisó tierra el presidente , según se escucha en la cinta , le dijo que se había olvidado de besar la tierra , cosa que su ministro hizo inmediatamente . ",Masc,nsubj,Sing,3,"Al descender del avión Siwiec hizo el gesto de la bendición y , cuando ya pisó tierra la presidenta , según se escucha en la cinta , le dijo que se había olvidado de besar la tierra , cosa que su ministro hizo inmediatamente . ",18,Fem
4857,adversario,20,-1,19,""" Si una simple broma , aunque sea de mal gusto , es lo único que nos pueden reprochar nuestros adversarios después de cinco años de ejercer la Presidencia de la República , Eso quiere decir que no lo hemos hecho mal "" , declaró en una primera reacción Kwasniewski . ",Masc,nsubj,Plur,3,""" Si una simple broma , aunque sea de mal gusto , es lo único que nos pueden reprochar nuestras adversarias después de cinco años de ejercer la Presidencia de la República , Eso quiere decir que no lo hemos hecho mal "" , declaró en una primera reacción Kwasniewski . ",20,Fem
4867,director,2,-1,1,"Según el director del canal catalán , TVE "" incumplió parte del contrato "" suscrito la temporada pasada para que el canal nacional ofreciese por La 2 la temporada de Fórmula Uno . ",Masc,obl,Sing,8,"Según la directora del canal catalán , TVE "" incumplió parte del contrato "" suscrito la temporada pasada para que el canal nacional ofreciese por La 2 la temporada de Fórmula Uno . ",2,Fem
4868,competidor,12,-1,9,"La compañía española Telefónica logró , al igual que los restantes cinco competidores , una licencia de tercera generación de telefonía móvil ( UMTS ) con dos bandas de frecuencias en la primera parte de la subasta austriaca . ",Masc,obl,Plur,10,"La compañía española Telefónica logró , a la igual que las restantes cinco competidoras , una licencia de tercera generación de telefonía móvil ( UMTS ) con dos bandas de frecuencias en la primera parte de la subasta austriaca . ",13,Fem
4894,diputada,2,3,1,"Según la diputada socialista , uno de los mayores errores ha sido limitar en la Ley de Hidrocarburos de 1998 la capacidad de actuación de los poderes públicos ante una estructura de la oferta de carácter oligopólico "" propensa a ejercer su poder sobre minoristas y consumidores "" , además de establecer un esquema de órganos de defensa de la competencia de "" reducidas atribuciones "" y "" escasa neutralidad y transparencia "" . ",Fem,obl,Sing,6,"Según el diputado socialista , uno de los mayores errores ha sido limitar en la Ley de Hidrocarburos de 1998 la capacidad de actuación de los poderes públicos ante una estructura de la oferta de carácter oligopólico "" propensa a ejercer su poder sobre minoristas y consumidores "" , además de establecer un esquema de órganos de defensa de la competencia de "" reducidas atribuciones "" y "" escasa neutralidad y transparencia "" . ",2,Masc
4997,presidente,2,3,1,"Para el presidente gallego fue "" brillante "" la respuesta de Aznar al definir como "" terrorífico "" el discurso del Bloque , ya que , agregó en referencia a esta formación , "" algunos creyeron que un cierto tipo de tensión les iba a llevar muy lejos y no les llevó a ninguna parte "" e incluso "" les chocó "" en la Cámara baja . ",Masc,obl,Sing,5,"Para la presidenta gallega fue "" brillante "" la respuesta de Aznar al definir como "" terrorífico "" el discurso del Bloque , ya que , agregó en referencia a esta formación , "" algunos creyeron que un cierto tipo de tensión les iba a llevar muy lejos y no les llevó a ninguna parte "" e incluso "" les chocó "" en la Cámara baja . ",2,Fem
5040,presidente,1,2,0,"El presidente catalán encargó a Trias cuestiones como las relaciones con la Casa Real y el diálogo con los grupos de la oposición en el Parlament , en una legislatura marcada por la pérdida de la mayoría absoluta de CiU y la necesidad de los nacionalistas de consensuar las iniciativas parlamentarias con el máximo número de fuerzas posible para no depender totalmente del PP . ",Masc,nsubj,Sing,4,"La presidenta catalán encargó a Trias cuestiones como las relaciones con la Casa Real y el diálogo con los grupos de la oposición en el Parlament , en una legislatura marcada por la pérdida de la mayoría absoluta de CiU y la necesidad de los nacionalistas de consensuar las iniciativas parlamentarias con el máximo número de fuerzas posible para no depender totalmente del PP . ",1,Fem
5047,candidato,2,3,1,"Según el candidato nacionalista , en la próxima legislatura CiU variará su estrategia , y el objetivo de la gobernabilidad que le llevó a apoyar al PSOE en 1993 y al PP en 1996 . ",Masc,obl,Sing,6,"Según la candidata nacionalista , en la próxima legislatura CiU variará su estrategia , y el objetivo de la gobernabilidad que le llevó a apoyar al PSOE en 1993 y al PP en 1996 . ",2,Fem
5048,candidato,24,-1,23,"A partir de ahora , afirma Trias , primará la aceptación de las demandas de los nacionalistas , y durante las últimas semanas el candidato y los dirigentes de la coalición han avanzado diversas hipótesis sobre su futura actuación en el Congreso . ",Masc,nsubj,Sing,9,"A partir de ahora , afirma Trias , primará la aceptación de las demandas de los nacionalistas , y durante las últimas semanas la candidata y los dirigentes de la coalición han avanzado diversas hipótesis sobre su futura actuación en el Congreso . ",24,Fem
5051,candidato,1,-1,-1,"Como candidato , el doctor Trias reconoce que no se ajusta al arquetipo del cabeza de lista y afirma , ante las presiones de su propio partido , que hay algunas cosas que no hará , como por ejemplo , dejar de decir lo que piensa aunque le cueste disgustos , como cuando criticó por "" insolidario "" el concierto económico vasco . ",Masc,obl,Sing,4,"Como candidata , el doctor Trias reconoce que no se ajusta al arquetipo del cabeza de lista y afirma , ante las presiones de su propio partido , que hay algunas cosas que no hará , como por ejemplo , dejar de decir lo que piensa aunque le cueste disgustos , como cuando criticó por "" insolidario "" el concierto económico vasco . ",1,Fem
5062,ministro,2,3,1,"Para el ministro venezolano , el cartel no puede seguir cargando con la culpa por la inestabilidad del mercado , "" porque ha cumplido con su responsabilidad como productora al responder a la demanda real de petróleo "" . ",Masc,obl,Sing,6,"Para la ministra venezolana , el cartel no puede seguir cargando con la culpa por la inestabilidad del mercado , "" porque ha cumplido con su responsabilidad como productora al responder a la demanda real de petróleo "" . ",2,Fem
5067,candidato,1,-1,0,"Los candidatos , para poder concurrir a las elecciones , necesitarán el aval de unas 1.600 firmas de socios , una cifra que no es elevada entre una masa social integrada por unas 100.000 personas , pero que en anteriores elecciones se ha demostrado que no es fácil de conseguir . ",Masc,nsubj,Plur,3,"Las candidatas , para poder concurrir a las elecciones , necesitarán el aval de unas 1.600 firmas de socios , una cifra que no es elevada entre una masa social integrada por unas 100.000 personas , pero que en anteriores elecciones se ha demostrado que no es fácil de conseguir . ",1,Fem
5067,aval,12,-1,11,"Los candidatos , para poder concurrir a las elecciones , necesitarán el aval de unas 1.600 firmas de socios , una cifra que no es elevada entre una masa social integrada por unas 100.000 personas , pero que en anteriores elecciones se ha demostrado que no es fácil de conseguir . ",Masc,obj,Sing,40,"Los candidatos , para poder concurrir a las elecciones , necesitarán la avala de unas 1.600 firmas de socios , una cifra que no es elevada entre una masa social integrada por unas 100.000 personas , pero que en anteriores elecciones se ha demostrado que no es fácil de conseguir . ",12,Fem
