ID,focus,focus ID,focus ID after,adj idx,det idx,before,before number,deprel,gender,dep tree size,after,after number
4121,tiempo,2,2,-1,1,"Durante este tiempo , Beckford empezó a escribir Vathek , su novela más famosa . ",Sing,obl,Masc,4,"Durante estos tiempos , Beckford empezó a escribir Vathek , su novela más famosa . ",Plur
4122,producto,9,9,-1,-1,"IVECO fue creada el 1 de enero de 1975 producto de la fusión de cinco compañías que funcionaban en Italia , Francia y Alemania : Fiat Veicoli Industriali ( situada en Turín ) , OM ( Brescia ) , Lancia Veicoli Speciali ( Bolzano ) , Unic ( Trappes ) y Magirus ( Ulm ) . ",Sing,obl,Masc,47,"IVECO fue creada el 1 de enero de 1975 productos de la fusión de cinco compañías que funcionaban en Italia , Francia y Alemania : Fiat Veicoli Industriali ( situada en Turín ) , OM ( Brescia ) , Lancia Veicoli Speciali ( Bolzano ) , Unic ( Trappes ) y Magirus ( Ulm ) . ",Plur
4123,manera,2,2,-1,1,"De todas maneras , hay que señalar que Purcell sugiere que Llobet estuvo en España hacia 1915 , donde enseñó a su pupilo más importante , Andrés Segovia . ",Plur,obl,Fem,5,"De toda manera , hay que señalar que Purcell sugiere que Llobet estuvo en España hacia 1915 , donde enseñó a su pupilo más importante , Andrés Segovia . ",Sing
4124,utilización,1,0,-1,0,"Su utilización será una de las características de la pintura nórdica : en el dorso de los retablos era característica la representación de una Anunciación en grisalla ( El cordero místico , Jan Van Eyck , catedral de San Bavón , Gante ) . ",Sing,nsubj,Fem,3,"Sus utilizaciones serán de las características de la pintura nórdica : en el dorso de los retablos era característica la representación de una Anunciación en grisalla ( El cordero místico , Jan Van Eyck , catedral de San Bavón , Gante ) . ",Plur
4124,característica,6,6,-1,5,"Su utilización será una de las características de la pintura nórdica : en el dorso de los retablos era característica la representación de una Anunciación en grisalla ( El cordero místico , Jan Van Eyck , catedral de San Bavón , Gante ) . ",Plur,nmod,Fem,8,"Su utilización será una de la característica de la pintura nórdica : en el dorso de los retablos era característica la representación de una Anunciación en grisalla ( El cordero místico , Jan Van Eyck , catedral de San Bavón , Gante ) . ",Sing
4124,dorso,14,14,-1,13,"Su utilización será una de las características de la pintura nórdica : en el dorso de los retablos era característica la representación de una Anunciación en grisalla ( El cordero místico , Jan Van Eyck , catedral de San Bavón , Gante ) . ",Sing,nmod,Masc,7,"Su utilización será una de las características de la pintura nórdica : en los dorsos de los retablos era característica la representación de una Anunciación en grisalla ( El cordero místico , Jan Van Eyck , catedral de San Bavón , Gante ) . ",Plur
4126,parte,1,1,7,-1,"Forma parte de los llamados "" asterismos estacionales "" junto con el Triángulo de verano , el Hexágono invernal y el Diamante de Virgo que aparece en primavera . ",Sing,obj,Fem,9,"Forma partes de los un llamado "" asterismos estacionales "" junto con el Triángulo de verano , el Hexágono invernal y el Diamante de Virgo que aparece en primavera . ",Plur
4126,verano,14,14,-1,-1,"Forma parte de los llamados "" asterismos estacionales "" junto con el Triángulo de verano , el Hexágono invernal y el Diamante de Virgo que aparece en primavera . ",Sing,nmod,Masc,3,"Forma parte de los llamados "" asterismos estacionales "" junto con el Triángulo de veranos , el Hexágono invernal y el Diamante de Virgo que aparece en primavera . ",Plur
4131,año,2,2,-1,1,"En el año 2000 tenía una población de 34.580 habitantes y una densidad poblacional de 1.505,2 personas por km ² . ",Sing,obl,Masc,5,"En los años 2000 tenía una población de 34.580 habitantes y una densidad poblacional de 1.505,2 personas por km ² . ",Plur
4131,población,6,5,-1,5,"En el año 2000 tenía una población de 34.580 habitantes y una densidad poblacional de 1.505,2 personas por km ² . ",Sing,obj,Fem,16,"En el año 2000 tenía poblaciones de 34.580 habitantes y una densidad poblacional de 1.505,2 personas por km ² . ",Plur
4132,organización,1,2,0,-1,"Diferentes organizaciones han tomado su nombre , como por ejemplo la Asociación de Mujeres por la Democracia "" Lil Milagro Ramírez "" y La Comisión de Derechos Humanos de las Mujeres "" Lil Milagro Ramírez "" ( CEMUJER ) ; ",Plur,nsubj,Fem,35,"Diferentes una organización han tomados su nombre , como por ejemplo la Asociación de Mujeres por la Democracia "" Lil Milagro Ramírez "" y La Comisión de Derechos Humanos de las Mujeres "" Lil Milagro Ramírez "" ( CEMUJER ) ; ",Sing
4132,nombre,5,5,-1,4,"Diferentes organizaciones han tomado su nombre , como por ejemplo la Asociación de Mujeres por la Democracia "" Lil Milagro Ramírez "" y La Comisión de Derechos Humanos de las Mujeres "" Lil Milagro Ramírez "" ( CEMUJER ) ; ",Sing,obj,Masc,3,"Diferentes organizaciones han tomado sus nombres , como por ejemplo la Asociación de Mujeres por la Democracia "" Lil Milagro Ramírez "" y La Comisión de Derechos Humanos de las Mujeres "" Lil Milagro Ramírez "" ( CEMUJER ) ; ",Plur
4133,lugar,1,1,-1,0,El lugar de la caza coincide con un antiguo campo de batalla en el que los tres combatieron . ,Sing,nsubj,Masc,6,Los lugares de la caza coinciden con un antiguo campo de batalla en el que los tres combatieron . ,Plur
4133,campo,9,8,8,7,El lugar de la caza coincide con un antiguo campo de batalla en el que los tres combatieron . ,Sing,obl,Masc,13,El lugar de la caza coincide con antiguos campos de batalla en el que los tres combatieron . ,Plur
4137,ejemplo,1,1,-1,-1,"Por ejemplo , el motete Imperayritz de la ciutat joyosa , posee un texto distinto para cada una de las dos voces , estilo que ya no se utilizaba cuando el manuscrito fue copiado . ",Sing,obl,Masc,3,"Por ejemplos , el motete Imperayritz de la ciutat joyosa , posee un texto distinto para cada una de las dos voces , estilo que ya no se utilizaba cuando el manuscrito fue copiado . ",Plur
4137,texto,13,12,14,12,"Por ejemplo , el motete Imperayritz de la ciutat joyosa , posee un texto distinto para cada una de las dos voces , estilo que ya no se utilizaba cuando el manuscrito fue copiado . ",Sing,obj,Masc,4,"Por ejemplo , el motete Imperayritz de la ciutat joyosa , posee textos distintos para cada una de las dos voces , estilo que ya no se utilizaba cuando el manuscrito fue copiado . ",Plur
4137,voz,21,21,-1,19,"Por ejemplo , el motete Imperayritz de la ciutat joyosa , posee un texto distinto para cada una de las dos voces , estilo que ya no se utilizaba cuando el manuscrito fue copiado . ",Plur,nmod,Fem,5,"Por ejemplo , el motete Imperayritz de la ciutat joyosa , posee un texto distinto para cada una de la dos voz , estilo que ya no se utilizaba cuando el manuscrito fue copiado . ",Sing
4137,estilo,23,23,-1,-1,"Por ejemplo , el motete Imperayritz de la ciutat joyosa , posee un texto distinto para cada una de las dos voces , estilo que ya no se utilizaba cuando el manuscrito fue copiado . ",Sing,parataxis,Masc,12,"Por ejemplo , el motete Imperayritz de la ciutat joyosa , posee un texto distinto para cada una de las dos voces , estilos que ya no se utilizaba cuando el manuscrito fue copiado . ",Plur
4139,pleno,21,20,22,20,"Personalmente , ha opinado que los sindicatos están pendientes de lo que ocurra el próximo lunes , cuando se celebrará un pleno extraordinario en la Asamblea para aprobar la rebaja salarial a los funcionarios y empleados de empresas públicas de la Administración regional , entre los que se encuentran los trabajadores de Metro . ",Sing,nsubj,Masc,4,"Personalmente , ha opinado que los sindicatos están pendientes de lo que ocurra el próximo lunes , cuando se celebrarán plenos extraordinarios en la Asamblea para aprobar la rebaja salarial a los funcionarios y empleados de empresas públicas de la Administración regional , entre los que se encuentran los trabajadores de Metro . ",Plur
4139,rebaja,29,29,30,28,"Personalmente , ha opinado que los sindicatos están pendientes de lo que ocurra el próximo lunes , cuando se celebrará un pleno extraordinario en la Asamblea para aprobar la rebaja salarial a los funcionarios y empleados de empresas públicas de la Administración regional , entre los que se encuentran los trabajadores de Metro . ",Sing,obj,Fem,26,"Personalmente , ha opinado que los sindicatos están pendientes de lo que ocurra el próximo lunes , cuando se celebrará un pleno extraordinario en la Asamblea para aprobar las rebajas salarial a los funcionarios y empleados de empresas públicas de la Administración regional , entre los que se encuentran los trabajadores de Metro . ",Plur
4141,éxito,8,8,-1,7,"Fue escrita por C. Jay Cox tras el éxito de su anterior guion , Sweet Home Alabama , que le reportó los recursos financieros y la credibilidad suficiente de la crítica para escribir una historia de amor más personal . ",Sing,obl,Masc,34,"Fue escrita por C. Jay Cox tras los éxitos de su anterior guion , Sweet Home Alabama , que le reportó los recursos financieros y la credibilidad suficiente de la crítica para escribir una historia de amor más personal . ",Plur
4142,intento,6,6,7,5,"Gema Amor , después de varios intentos frustrados de apartar a Manuel Pérez Fenoll de la candidatura a la alcaldía de Benidorm y haber abandonado el PPCV , presento una lista electoral encabezada por ella misma bajo la marca de Centro Democrático Liberal ( CDL ) en las elecciones locales de 2011 . ",Plur,obl,Masc,27,"Gema Amor , después de varios intento un frustrado de apartar a Manuel Pérez Fenoll de la candidatura a la alcaldía de Benidorm y haber abandonado el PPCV , presento una lista electoral encabezada por ella misma bajo la marca de Centro Democrático Liberal ( CDL ) en las elecciones locales de 2011 . ",Sing
4142,elección,48,48,49,47,"Gema Amor , después de varios intentos frustrados de apartar a Manuel Pérez Fenoll de la candidatura a la alcaldía de Benidorm y haber abandonado el PPCV , presento una lista electoral encabezada por ella misma bajo la marca de Centro Democrático Liberal ( CDL ) en las elecciones locales de 2011 . ",Plur,obl,Fem,7,"Gema Amor , después de varios intentos frustrados de apartar a Manuel Pérez Fenoll de la candidatura a la alcaldía de Benidorm y haber abandonado el PPCV , presento una lista electoral encabezada por ella misma bajo la marca de Centro Democrático Liberal ( CDL ) en la elección locales de 2011 . ",Sing
4143,embargo,1,1,-1,-1,"Sin embargo , cuando a un paciente se le realiza alguna prueba , el médico carece de información a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Sing,fixed,Masc,2,"Sin embargos , cuando a un paciente se le realiza alguna prueba , el médico carece de información a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Plur
4143,prueba,11,11,-1,10,"Sin embargo , cuando a un paciente se le realiza alguna prueba , el médico carece de información a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Sing,nsubj,Fem,3,"Sin embargo , cuando a un paciente se le realizan algunas pruebas , el médico carece de información a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Plur
4143,médico,14,14,-1,13,"Sin embargo , cuando a un paciente se le realiza alguna prueba , el médico carece de información a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Sing,nsubj,Masc,3,"Sin embargo , cuando a un paciente se le realiza alguna prueba , los médicos carecen de información a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Plur
4143,información,17,17,-1,-1,"Sin embargo , cuando a un paciente se le realiza alguna prueba , el médico carece de información a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Sing,obl,Fem,3,"Sin embargo , cuando a un paciente se le realiza alguna prueba , el médico carece de informaciones a priori acerca de su verdadero diagnóstico , y más bien la pregunta se plantea en sentido contrario : ante un resultado positivo o negativo en el test , ¿ cuál es la probabilidad de que el paciente esté realmente enfermo o sano ? ",Plur
